name,region,Players,stats
R!OT Gaming,OCE,"['Player: ""name"": ""Tango"", ""games"": 426, ""win %"": 53.05%, ""score avg"": 377.14, ""goal avg"": 0.65, ""assist avg"": 0.55, ""save avg"": 1.71, ""shot avg"": 2.69, ""shot %"": 24.39%, ""goal participation %"": 58.54%, ""rating"": 0.974', 'Player: ""name"": ""finn"", ""games"": 330, ""win %"": 49.70%, ""score avg"": 338.87, ""goal avg"": 0.62, ""assist avg"": 0.52, ""save avg"": 1.33, ""shot avg"": 2.67, ""shot %"": 23.41%, ""goal participation %"": 54.70%, ""rating"": 0.899', 'Player: ""name"": ""kaka"", ""games"": 216, ""win %"": 53.24%, ""score avg"": 399.33, ""goal avg"": 0.75, ""assist avg"": 0.67, ""save avg"": 1.58, ""shot avg"": 2.86, ""shot %"": 26.05%, ""goal participation %"": 66.59%, ""rating"": 1.074']","[324.0, 0.5199666666666667, 371.78, 0.6733333333333333, 0.5800000000000001, 1.54, 2.7399999999999998, 0.24616666666666664, 0.9823333333333334]"
RBG Esports,NA,"['Player: ""name"": ""Stokelyy"", ""games"": 161, ""win %"": 40.37%, ""score avg"": 349.63, ""goal avg"": 0.55, ""assist avg"": 0.43, ""save avg"": 1.61, ""shot avg"": 2.66, ""shot %"": 20.79%, ""goal participation %"": 60.54%, ""rating"": 0.889', 'Player: ""name"": ""money"", ""games"": 146, ""win %"": 45.21%, ""score avg"": 354.37, ""goal avg"": 0.59, ""assist avg"": 0.51, ""save avg"": 1.41, ""shot avg"": 2.41, ""shot %"": 24.43%, ""goal participation %"": 61.22%, ""rating"": 0.913', 'Player: ""name"": ""xpurt"", ""games"": 190, ""win %"": 47.37%, ""score avg"": 401.48, ""goal avg"": 0.65, ""assist avg"": 0.48, ""save avg"": 2.03, ""shot avg"": 2.65, ""shot %"": 24.65%, ""goal participation %"": 59.34%, ""rating"": 0.989', 'Player: ""name"": ""Azfura"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Threes"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[165.66666666666666, 0.44316666666666665, 368.49333333333334, 0.5966666666666667, 0.47333333333333333, 1.6833333333333333, 2.5733333333333337, 0.23290000000000002, 0.9303333333333333]"
RED,SAM,"['Player: ""name"": ""Tgex"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""ZhearX"", ""games"": 98, ""win %"": 32.65%, ""score avg"": 310.65, ""goal avg"": 0.55, ""assist avg"": 0.47, ""save avg"": 1.29, ""shot avg"": 2.61, ""shot %"": 21.09%, ""goal participation %"": 61.35%, ""rating"": 0.841']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Rancid Rats Reborn,OCE,"['Player: ""name"": ""SSteve"", ""games"": 236, ""win %"": 47.88%, ""score avg"": 367.67, ""goal avg"": 0.68, ""assist avg"": 0.51, ""save avg"": 1.51, ""shot avg"": 2.92, ""shot %"": 23.37%, ""goal participation %"": 60.78%, ""rating"": 0.969', 'Player: ""name"": ""Zukoe"", ""games"": 163, ""win %"": 42.94%, ""score avg"": 335.48, ""goal avg"": 0.48, ""assist avg"": 0.43, ""save avg"": 1.56, ""shot avg"": 2.01, ""shot %"": 24.16%, ""goal participation %"": 53.41%, ""rating"": 0.824', 'Player: ""name"": ""delusioN"", ""games"": 216, ""win %"": 47.22%, ""score avg"": 349.22, ""goal avg"": 0.72, ""assist avg"": 0.60, ""save avg"": 1.73, ""shot avg"": 2.51, ""shot %"": 28.60%, ""goal participation %"": 62.56%, ""rating"": 1.019']","[205.0, 0.4601333333333333, 350.79, 0.6266666666666667, 0.5133333333333333, 1.6000000000000003, 2.48, 0.25376666666666664, 0.9373333333333332]"
Red Crown Esports,OCE,"['Player: ""name"": ""Pagsi"", ""games"": 75, ""win %"": 42.67%, ""score avg"": 324.49, ""goal avg"": 0.60, ""assist avg"": 0.45, ""save avg"": 1.40, ""shot avg"": 2.53, ""shot %"": 23.68%, ""goal participation %"": 49.38%, ""rating"": 0.841', 'Player: ""name"": ""Vis"", ""games"": 73, ""win %"": 43.84%, ""score avg"": 355.45, ""goal avg"": 0.63, ""assist avg"": 0.55, ""save avg"": 1.55, ""shot avg"": 2.29, ""shot %"": 27.54%, ""goal participation %"": 55.13%, ""rating"": 0.937', 'Player: ""name"": ""tonio"", ""games"": 53, ""win %"": 41.51%, ""score avg"": 366.60, ""goal avg"": 0.94, ""assist avg"": 0.57, ""save avg"": 1.30, ""shot avg"": 2.72, ""shot %"": 34.72%, ""goal participation %"": 68.38%, ""rating"": 1.089', 'Player: ""name"": ""Benniiz"", ""games"": 52, ""win %"": 34.62%, ""score avg"": 386.56, ""goal avg"": 0.65, ""assist avg"": 0.46, ""save avg"": 1.83, ""shot avg"": 2.52, ""shot %"": 25.95%, ""goal participation %"": 66.67%, ""rating"": 0.973', 'Player: ""name"": ""Vitali"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[67.0, 0.4267333333333334, 348.84666666666664, 0.7233333333333333, 0.5233333333333333, 1.4166666666666667, 2.5133333333333336, 0.28646666666666665, 0.9556666666666667]"
Renegades,OCE,"['Player: ""name"": ""CJCJ"", ""games"": 741, ""win %"": 64.78%, ""score avg"": 382.85, ""goal avg"": 0.98, ""assist avg"": 0.71, ""save avg"": 1.24, ""shot avg"": 3.47, ""shot %"": 28.23%, ""goal participation %"": 64.18%, ""rating"": 1.139', 'Player: ""name"": ""Fever"", ""games"": 555, ""win %"": 64.32%, ""score avg"": 397.03, ""goal avg"": 0.84, ""assist avg"": 0.67, ""save avg"": 1.41, ""shot avg"": 3.11, ""shot %"": 27.15%, ""goal participation %"": 59.04%, ""rating"": 1.092', 'Player: ""name"": ""Kamii"", ""games"": 799, ""win %"": 63.95%, ""score avg"": 341.21, ""goal avg"": 0.71, ""assist avg"": 0.77, ""save avg"": 1.30, ""shot avg"": 2.81, ""shot %"": 25.27%, ""goal participation %"": 57.85%, ""rating"": 1.025', 'Player: ""name"": ""LBP"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[698.3333333333334, 0.6435000000000001, 373.69666666666666, 0.8433333333333333, 0.7166666666666667, 1.3166666666666667, 3.1300000000000003, 0.2688333333333333, 1.0853333333333333]"
Retirement Home,NA,"['Player: ""name"": ""Lethamyr"", ""games"": 232, ""win %"": 46.98%, ""score avg"": 294.65, ""goal avg"": 0.63, ""assist avg"": 0.48, ""save avg"": 1.63, ""shot avg"": 2.69, ""shot %"": 23.36%, ""goal participation %"": 60.61%, ""rating"": 0.915', 'Player: ""name"": ""Noxes"", ""games"": 83, ""win %"": 43.37%, ""score avg"": 348.96, ""goal avg"": 0.53, ""assist avg"": 0.47, ""save avg"": 1.76, ""shot avg"": 2.47, ""shot %"": 21.46%, ""goal participation %"": 56.85%, ""rating"": 0.910', 'Player: ""name"": ""Rizzo"", ""games"": 675, ""win %"": 56.44%, ""score avg"": 282.00, ""goal avg"": 0.55, ""assist avg"": 0.53, ""save avg"": 1.39, ""shot avg"": 2.44, ""shot %"": 22.67%, ""goal participation %"": 49.83%, ""rating"": 0.854', 'Player: ""name"": ""Mijo"", ""games"": 95, ""win %"": 45.26%, ""score avg"": 252.00, ""goal avg"": 0.68, ""assist avg"": 0.52, ""save avg"": 1.62, ""shot avg"": 2.39, ""shot %"": 28.63%, ""goal participation %"": 61.62%, ""rating"": 0.938']","[330.0, 0.4893, 308.53666666666663, 0.5700000000000001, 0.49333333333333335, 1.593333333333333, 2.533333333333333, 0.2249666666666667, 0.8930000000000001]"
Retrospek,NA,"['Player: ""name"": ""Aeon"", ""games"": 145, ""win %"": 42.76%, ""score avg"": 352.06, ""goal avg"": 0.66, ""assist avg"": 0.43, ""save avg"": 1.48, ""shot avg"": 2.72, ""shot %"": 24.05%, ""goal participation %"": 63.20%, ""rating"": 0.946', 'Player: ""name"": ""Bob"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Shea"", ""games"": 73, ""win %"": 41.10%, ""score avg"": 334.23, ""goal avg"": 0.73, ""assist avg"": 0.41, ""save avg"": 1.32, ""shot avg"": 2.47, ""shot %"": 29.44%, ""goal participation %"": 59.29%, ""rating"": 0.926']","[72.66666666666667, 0.27953333333333336, 228.76333333333332, 0.4633333333333334, 0.27999999999999997, 0.9333333333333332, 1.7300000000000002, 0.17830000000000001, 0.624]"
Rix.GG,EU,"['Player: ""name"": ""Mikeboy"", ""games"": 276, ""win %"": 47.83%, ""score avg"": 393.83, ""goal avg"": 0.66, ""assist avg"": 0.59, ""save avg"": 1.82, ""shot avg"": 2.75, ""shot %"": 23.85%, ""goal participation %"": 66.99%, ""rating"": 1.035', 'Player: ""name"": ""Speed"", ""games"": 359, ""win %"": 48.75%, ""score avg"": 401.21, ""goal avg"": 0.64, ""assist avg"": 0.63, ""save avg"": 1.80, ""shot avg"": 2.75, ""shot %"": 23.33%, ""goal participation %"": 65.01%, ""rating"": 1.020', 'Player: ""name"": ""Oscillon"", ""games"": 316, ""win %"": 50.32%, ""score avg"": 360.27, ""goal avg"": 0.58, ""assist avg"": 0.51, ""save avg"": 1.65, ""shot avg"": 2.72, ""shot %"": 21.45%, ""goal participation %"": 57.53%, ""rating"": 0.931', 'Player: ""name"": ""JG7"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[317.0, 0.4896666666666667, 385.1033333333333, 0.6266666666666666, 0.5766666666666667, 1.7566666666666666, 2.74, 0.22876666666666665, 0.9953333333333333]"
Rogue,NA,"['Player: ""name"": ""Gyro."", ""games"": 548, ""win %"": 52.01%, ""score avg"": 362.22, ""goal avg"": 0.54, ""assist avg"": 0.49, ""save avg"": 1.74, ""shot avg"": 2.43, ""shot %"": 22.21%, ""goal participation %"": 56.67%, ""rating"": 0.902', 'Player: ""name"": ""Taroco."", ""games"": 467, ""win %"": 51.18%, ""score avg"": 360.31, ""goal avg"": 0.67, ""assist avg"": 0.47, ""save avg"": 1.58, ""shot avg"": 2.91, ""shot %"": 23.16%, ""goal participation %"": 57.05%, ""rating"": 0.952', 'Player: ""name"": ""Turinturo"", ""games"": 496, ""win %"": 53.63%, ""score avg"": 354.82, ""goal avg"": 0.53, ""assist avg"": 0.56, ""save avg"": 1.65, ""shot avg"": 2.49, ""shot %"": 21.36%, ""goal participation %"": 54.10%, ""rating"": 0.924', 'Player: ""name"": ""CorruptedG"", ""games"": 311, ""win %"": 41.80%, ""score avg"": 270.63, ""goal avg"": 0.65, ""assist avg"": 0.48, ""save avg"": 1.46, ""shot avg"": 2.33, ""shot %"": 27.69%, ""goal participation %"": 62.68%, ""rating"": 0.897']","[503.6666666666667, 0.5227333333333334, 359.1166666666666, 0.58, 0.5066666666666667, 1.656666666666667, 2.61, 0.22243333333333337, 0.926]"
Royalty Esports,AF,"['Player: ""name"": ""Auriginal"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""EliakimZA"", ""games"": 56, ""win %"": 55.36%, ""score avg"": 468.66, ""goal avg"": 0.89, ""assist avg"": 0.71, ""save avg"": 2.16, ""shot avg"": 3.05, ""shot %"": 29.24%, ""goal participation %"": 66.18%, ""rating"": 1.232', 'Player: ""name"": ""Yujn."", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Zero"", ""games"": 58, ""win %"": 53.45%, ""score avg"": 373.97, ""goal avg"": 0.86, ""assist avg"": 0.45, ""save avg"": 1.43, ""shot avg"": 2.74, ""shot %"": 31.45%, ""goal participation %"": 55.07%, ""rating"": 1.017']","[18.666666666666668, 0.18453333333333333, 156.22, 0.2966666666666667, 0.23666666666666666, 0.7200000000000001, 1.0166666666666666, 0.09746666666666666, 0.4106666666666667]"
SCYTES,ME,"['Player: ""name"": ""EviL97"", ""games"": 53, ""win %"": 50.94%, ""score avg"": 328.40, ""goal avg"": 0.51, ""assist avg"": 0.60, ""save avg"": 1.40, ""shot avg"": 2.30, ""shot %"": 22.13%, ""goal participation %"": 55.14%, ""rating"": 0.908', 'Player: ""name"": ""Fahad77"", ""games"": 69, ""win %"": 56.52%, ""score avg"": 381.57, ""goal avg"": 0.90, ""assist avg"": 0.52, ""save avg"": 1.42, ""shot avg"": 3.36, ""shot %"": 26.72%, ""goal participation %"": 63.64%, ""rating"": 1.047', 'Player: ""name"": ""ix"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""sythe"", ""games"": 53, ""win %"": 50.94%, ""score avg"": 379.94, ""goal avg"": 0.51, ""assist avg"": 0.55, ""save avg"": 2.21, ""shot avg"": 2.06, ""shot %"": 24.77%, ""goal participation %"": 52.34%, ""rating"": 0.937']","[40.666666666666664, 0.3582, 236.65666666666667, 0.47000000000000003, 0.37333333333333335, 0.94, 1.8866666666666667, 0.1628333333333333, 0.6516666666666667]"
SK Gaming,EU,"['Player: ""name"": ""Tox"", ""games"": 418, ""win %"": 53.59%, ""score avg"": 380.99, ""goal avg"": 0.56, ""assist avg"": 0.51, ""save avg"": 1.77, ""shot avg"": 2.60, ""shot %"": 21.66%, ""goal participation %"": 57.73%, ""rating"": 0.933', 'Player: ""name"": ""Yukeo"", ""games"": 608, ""win %"": 51.64%, ""score avg"": 342.99, ""goal avg"": 0.55, ""assist avg"": 0.45, ""save avg"": 1.65, ""shot avg"": 2.57, ""shot %"": 21.38%, ""goal participation %"": 56.44%, ""rating"": 0.883', 'Player: ""name"": ""eekso"", ""games"": 409, ""win %"": 51.83%, ""score avg"": 399.05, ""goal avg"": 0.73, ""assist avg"": 0.44, ""save avg"": 1.82, ""shot avg"": 3.00, ""shot %"": 24.25%, ""goal participation %"": 66.25%, ""rating"": 1.011', 'Player: ""name"": ""Snaski"", ""games"": 264, ""win %"": 46.59%, ""score avg"": 255.83, ""goal avg"": 0.61, ""assist avg"": 0.50, ""save avg"": 1.62, ""shot avg"": 2.44, ""shot %"": 25.12%, ""goal participation %"": 55.26%, ""rating"": 0.889']","[478.3333333333333, 0.5235333333333333, 374.3433333333333, 0.6133333333333334, 0.4666666666666666, 1.7466666666666668, 2.723333333333333, 0.22429999999999997, 0.9423333333333334]"
SMPR Esports,EU,"['Player: ""name"": ""Archie"", ""games"": 468, ""win %"": 56.20%, ""score avg"": 474.08, ""goal avg"": 0.84, ""assist avg"": 0.67, ""save avg"": 2.21, ""shot avg"": 3.52, ""shot %"": 23.83%, ""goal participation %"": 71.60%, ""rating"": 1.217', 'Player: ""name"": ""Chausette45"", ""games"": 867, ""win %"": 51.44%, ""score avg"": 348.21, ""goal avg"": 0.60, ""assist avg"": 0.48, ""save avg"": 1.84, ""shot avg"": 2.66, ""shot %"": 22.45%, ""goal participation %"": 56.86%, ""rating"": 0.942', 'Player: ""name"": ""Kassio"", ""games"": 619, ""win %"": 54.60%, ""score avg"": 344.49, ""goal avg"": 0.66, ""assist avg"": 0.48, ""save avg"": 1.46, ""shot avg"": 2.66, ""shot %"": 24.82%, ""goal participation %"": 56.19%, ""rating"": 0.934', 'Player: ""name"": ""billy"", ""games"": 196, ""win %"": 48.47%, ""score avg"": 390.48, ""goal avg"": 0.72, ""assist avg"": 0.48, ""save avg"": 1.74, ""shot avg"": 2.68, ""shot %"": 27.05%, ""goal participation %"": 63.10%, ""rating"": 1.037']","[651.3333333333334, 0.5408000000000001, 388.9266666666667, 0.7000000000000001, 0.5433333333333333, 1.8366666666666667, 2.9466666666666668, 0.237, 1.031]"
SSS,OCE,"['Player: ""name"": ""Church"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Mach"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""star"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Sandrock Gaming,ME,"['Player: ""name"": ""Ahmad"", ""games"": 107, ""win %"": 81.31%, ""score avg"": 386.64, ""goal avg"": 0.99, ""assist avg"": 0.82, ""save avg"": 1.05, ""shot avg"": 3.30, ""shot %"": 30.03%, ""goal participation %"": 58.79%, ""rating"": 1.158', 'Player: ""name"": ""oKhaliD"", ""games"": 87, ""win %"": 86.21%, ""score avg"": 440.78, ""goal avg"": 1.01, ""assist avg"": 0.80, ""save avg"": 1.63, ""shot avg"": 3.05, ""shot %"": 33.21%, ""goal participation %"": 55.05%, ""rating"": 1.254', 'Player: ""name"": ""trk511"", ""games"": 107, ""win %"": 81.31%, ""score avg"": 444.15, ""goal avg"": 1.14, ""assist avg"": 0.77, ""save avg"": 1.61, ""shot avg"": 3.82, ""shot %"": 29.83%, ""goal participation %"": 61.82%, ""rating"": 1.290', 'Player: ""name"": ""SENZO"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""MitsEvoX"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[100.33333333333333, 0.8294333333333332, 423.8566666666666, 1.0466666666666666, 0.7966666666666667, 1.43, 3.39, 0.3102333333333333, 1.234]"
Shopify Rebellion,NA,"['Player: ""name"": ""Memory"", ""games"": 559, ""win %"": 48.84%, ""score avg"": 359.09, ""goal avg"": 0.68, ""assist avg"": 0.42, ""save avg"": 1.59, ""shot avg"": 2.89, ""shot %"": 23.55%, ""goal participation %"": 60.41%, ""rating"": 0.946', 'Player: ""name"": ""Paarth"", ""games"": 131, ""win %"": 44.27%, ""score avg"": 365.02, ""goal avg"": 0.63, ""assist avg"": 0.63, ""save avg"": 1.58, ""shot avg"": 2.62, ""shot %"": 24.20%, ""goal participation %"": 60.14%, ""rating"": 0.990', 'Player: ""name"": ""rapid"", ""games"": 427, ""win %"": 51.05%, ""score avg"": 381.65, ""goal avg"": 0.57, ""assist avg"": 0.57, ""save avg"": 1.68, ""shot avg"": 2.83, ""shot %"": 20.28%, ""goal participation %"": 60.12%, ""rating"": 0.960', 'Player: ""name"": ""nexuhty"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""hawpsu"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[372.3333333333333, 0.4805333333333334, 368.5866666666666, 0.6266666666666666, 0.54, 1.6166666666666665, 2.78, 0.22676666666666667, 0.9653333333333333]"
Short Circuit Gaming,,"['Player: ""name"": ""Aviator"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Dribbs"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Rhys"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Sway"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Napp"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Sleeping,ME,"['Player: ""name"": ""Faisal"", ""games"": 69, ""win %"": 56.52%, ""score avg"": 391.51, ""goal avg"": 0.75, ""assist avg"": 0.61, ""save avg"": 1.55, ""shot avg"": 3.32, ""shot %"": 22.71%, ""goal participation %"": 61.04%, ""rating"": 1.038', 'Player: ""name"": ""Venom"", ""games"": 69, ""win %"": 56.52%, ""score avg"": 352.35, ""goal avg"": 0.58, ""assist avg"": 0.64, ""save avg"": 1.58, ""shot avg"": 2.33, ""shot %"": 24.84%, ""goal participation %"": 54.55%, ""rating"": 0.920']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Solary,EU,"['Player: ""name"": ""Kisai"", ""games"": 70, ""win %"": 47.14%, ""score avg"": 368.23, ""goal avg"": 0.57, ""assist avg"": 0.36, ""save avg"": 1.77, ""shot avg"": 2.20, ""shot %"": 25.97%, ""goal participation %"": 61.32%, ""rating"": 0.876', 'Player: ""name"": ""parka"", ""games"": 71, ""win %"": 56.34%, ""score avg"": 354.82, ""goal avg"": 0.65, ""assist avg"": 0.59, ""save avg"": 1.51, ""shot avg"": 2.39, ""shot %"": 27.06%, ""goal participation %"": 58.28%, ""rating"": 0.982', 'Player: ""name"": ""FuuRy"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[47.0, 0.3449333333333333, 241.01666666666665, 0.4066666666666667, 0.31666666666666665, 1.0933333333333335, 1.53, 0.17676666666666666, 0.6193333333333334]"
Spacestation Gaming,NA,"['Player: ""name"": ""Arsenal"", ""games"": 588, ""win %"": 61.90%, ""score avg"": 347.83, ""goal avg"": 0.62, ""assist avg"": 0.55, ""save avg"": 1.41, ""shot avg"": 2.53, ""shot %"": 24.48%, ""goal participation %"": 56.22%, ""rating"": 0.928', 'Player: ""name"": ""Sypical"", ""games"": 638, ""win %"": 59.87%, ""score avg"": 403.36, ""goal avg"": 0.72, ""assist avg"": 0.56, ""save avg"": 1.83, ""shot avg"": 2.97, ""shot %"": 24.08%, ""goal participation %"": 62.17%, ""rating"": 1.045', 'Player: ""name"": ""retals"", ""games"": 584, ""win %"": 60.27%, ""score avg"": 383.55, ""goal avg"": 0.76, ""assist avg"": 0.47, ""save avg"": 1.62, ""shot avg"": 2.94, ""shot %"": 25.68%, ""goal participation %"": 60.00%, ""rating"": 1.010', 'Player: ""name"": ""Chrome"", ""games"": 199, ""win %"": 43.72%, ""score avg"": 228.87, ""goal avg"": 0.64, ""assist avg"": 0.55, ""save avg"": 1.42, ""shot avg"": 2.43, ""shot %"": 26.24%, ""goal participation %"": 59.85%, ""rating"": 0.905']","[603.3333333333334, 0.6068, 378.24666666666667, 0.6999999999999998, 0.5266666666666667, 1.62, 2.813333333333333, 0.2474666666666667, 0.9943333333333332]"
Stocktane,NA,"['Player: ""name"": ""Busse"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""TopCheese"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Dripinho"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Sudor Esports,ME,"['Player: ""name"": ""LEGEND."", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""bo0odi44"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
