name,region,Players,stats
Ground Zero Gaming,OCE,"['Player: ""name"": ""Amphis"", ""games"": 592, ""win %"": 68.24%, ""score avg"": 402.78, ""goal avg"": 0.93, ""assist avg"": 0.70, ""save avg"": 1.35, ""shot avg"": 3.11, ""shot %"": 29.72%, ""goal participation %"": 61.94%, ""rating"": 1.137', 'Player: ""name"": ""Express"", ""games"": 860, ""win %"": 66.05%, ""score avg"": 339.57, ""goal avg"": 0.76, ""assist avg"": 0.68, ""save avg"": 1.33, ""shot avg"": 2.53, ""shot %"": 30.11%, ""goal participation %"": 56.51%, ""rating"": 1.027', 'Player: ""name"": ""Torsos"", ""games"": 901, ""win %"": 68.37%, ""score avg"": 377.32, ""goal avg"": 0.90, ""assist avg"": 0.67, ""save avg"": 1.36, ""shot avg"": 2.93, ""shot %"": 30.67%, ""goal participation %"": 61.16%, ""rating"": 1.104', 'Player: ""name"": ""Jimmah"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[784.3333333333334, 0.6755333333333333, 373.2233333333333, 0.8633333333333333, 0.6833333333333332, 1.3466666666666667, 2.856666666666667, 0.3016666666666667, 1.0893333333333333]"
Guidance Gaming,SAM,"['Player: ""name"": ""Electro"", ""games"": 103, ""win %"": 43.69%, ""score avg"": 313.20, ""goal avg"": 0.31, ""assist avg"": 0.49, ""save avg"": 1.76, ""shot avg"": 1.59, ""shot %"": 19.51%, ""goal participation %"": 48.81%, ""rating"": 0.749', 'Player: ""name"": ""brad"", ""games"": 463, ""win %"": 51.84%, ""score avg"": 369.87, ""goal avg"": 0.70, ""assist avg"": 0.50, ""save avg"": 1.67, ""shot avg"": 2.60, ""shot %"": 26.89%, ""goal participation %"": 61.50%, ""rating"": 0.981', 'Player: ""name"": ""matix"", ""games"": 384, ""win %"": 58.33%, ""score avg"": 352.34, ""goal avg"": 0.72, ""assist avg"": 0.52, ""save avg"": 1.36, ""shot avg"": 2.82, ""shot %"": 25.55%, ""goal participation %"": 57.49%, ""rating"": 0.959']","[316.6666666666667, 0.5128666666666667, 345.1366666666666, 0.5766666666666667, 0.5033333333333333, 1.5966666666666667, 2.3366666666666664, 0.23983333333333334, 0.8963333333333333]"
Guild Esports,EU,"['Player: ""name"": ""Deevo"", ""games"": 826, ""win %"": 52.18%, ""score avg"": 321.04, ""goal avg"": 0.55, ""assist avg"": 0.48, ""save avg"": 1.62, ""shot avg"": 2.42, ""shot %"": 22.79%, ""goal participation %"": 52.85%, ""rating"": 0.879', 'Player: ""name"": ""noly"", ""games"": 480, ""win %"": 49.79%, ""score avg"": 375.11, ""goal avg"": 0.71, ""assist avg"": 0.48, ""save avg"": 1.57, ""shot avg"": 2.90, ""shot %"": 24.51%, ""goal participation %"": 66.43%, ""rating"": 0.994', 'Player: ""name"": ""bluey."", ""games"": 487, ""win %"": 50.31%, ""score avg"": 340.74, ""goal avg"": 0.52, ""assist avg"": 0.56, ""save avg"": 1.69, ""shot avg"": 2.51, ""shot %"": 20.72%, ""goal participation %"": 56.93%, ""rating"": 0.910', 'Player: ""name"": ""Markydooda"", ""games"": 310, ""win %"": 58.06%, ""score avg"": 255.11, ""goal avg"": 0.89, ""assist avg"": 0.62, ""save avg"": 1.26, ""shot avg"": 3.21, ""shot %"": 27.64%, ""goal participation %"": 60.81%, ""rating"": 1.030']","[597.6666666666666, 0.5075999999999999, 345.63000000000005, 0.5933333333333334, 0.5066666666666667, 1.626666666666667, 2.61, 0.22673333333333331, 0.9276666666666666]"
HG Esports,EU,"['Player: ""name"": ""Alex837"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Mazzo"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Vesh"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""quintessenz"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Heroic,EU,"['Player: ""name"": ""Oaly"", ""games"": 283, ""win %"": 47.00%, ""score avg"": 409.55, ""goal avg"": 0.74, ""assist avg"": 0.58, ""save avg"": 1.82, ""shot avg"": 3.06, ""shot %"": 24.25%, ""goal participation %"": 65.21%, ""rating"": 1.064', 'Player: ""name"": ""ViolentPanda"", ""games"": 835, ""win %"": 57.13%, ""score avg"": 312.33, ""goal avg"": 0.56, ""assist avg"": 0.59, ""save avg"": 1.46, ""shot avg"": 2.58, ""shot %"": 21.52%, ""goal participation %"": 57.56%, ""rating"": 0.907', 'Player: ""name"": ""ThO."", ""games"": 493, ""win %"": 50.91%, ""score avg"": 412.88, ""goal avg"": 0.63, ""assist avg"": 0.55, ""save avg"": 1.74, ""shot avg"": 3.57, ""shot %"": 17.74%, ""goal participation %"": 64.28%, ""rating"": 1.028', 'Player: ""name"": ""Virge"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[537.0, 0.5168, 378.25333333333333, 0.6433333333333334, 0.5733333333333334, 1.6733333333333336, 3.0700000000000003, 0.21169999999999997, 0.9996666666666667]"
Hilltop Picnic,ASIA,"['Player: ""name"": ""Doomsee"", ""games"": 175, ""win %"": 49.14%, ""score avg"": 284.70, ""goal avg"": 0.74, ""assist avg"": 0.51, ""save avg"": 1.33, ""shot avg"": 2.63, ""shot %"": 28.04%, ""goal participation %"": 59.03%, ""rating"": 0.948', 'Player: ""name"": ""Sigms"", ""games"": 86, ""win %"": 50.00%, ""score avg"": 356.55, ""goal avg"": 0.50, ""assist avg"": 0.71, ""save avg"": 1.53, ""shot avg"": 2.23, ""shot %"": 22.40%, ""goal participation %"": 57.46%, ""rating"": 0.922', 'Player: ""name"": ""furlashh"", ""games"": 86, ""win %"": 50.00%, ""score avg"": 370.37, ""goal avg"": 0.87, ""assist avg"": 0.38, ""save avg"": 1.42, ""shot avg"": 2.52, ""shot %"": 34.56%, ""goal participation %"": 59.67%, ""rating"": 1.030', 'Player: ""name"": ""Laz"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[115.66666666666667, 0.4971333333333333, 337.20666666666665, 0.7033333333333333, 0.5333333333333333, 1.4266666666666667, 2.4599999999999995, 0.2833333333333333, 0.9666666666666668]"
Integrity,ASIA,"['Player: ""name"": ""Ficeo"", ""games"": 63, ""win %"": 60.32%, ""score avg"": 404.44, ""goal avg"": 0.73, ""assist avg"": 0.81, ""save avg"": 1.76, ""shot avg"": 2.70, ""shot %"": 27.06%, ""goal participation %"": 58.43%, ""rating"": 1.101', 'Player: ""name"": ""Ridz"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Sycho"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[21.0, 0.20106666666666664, 134.81333333333333, 0.24333333333333332, 0.27, 0.5866666666666667, 0.9, 0.0902, 0.367]"
IziDream,EU,"['Player: ""name"": ""breyyn"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""classiiik"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Join The Force,EU,"['Player: ""name"": ""Jinxed"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Owen_0546"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Wesley"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Jubilee,NA,"['Player: ""name"": ""Cmoney"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Lemonpuppy"", ""games"": 92, ""win %"": 36.96%, ""score avg"": 289.80, ""goal avg"": 0.50, ""assist avg"": 0.37, ""save avg"": 1.39, ""shot avg"": 2.12, ""shot %"": 23.59%, ""goal participation %"": 55.94%, ""rating"": 0.806', 'Player: ""name"": ""Resonal"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[30.666666666666668, 0.1232, 96.60000000000001, 0.16666666666666666, 0.12333333333333334, 0.4633333333333333, 0.7066666666666667, 0.07863333333333333, 0.26866666666666666]"
KRÜ Esports,SAM,"['Player: ""name"": ""PAN"", ""games"": 433, ""win %"": 45.50%, ""score avg"": 369.20, ""goal avg"": 0.73, ""assist avg"": 0.50, ""save avg"": 1.48, ""shot avg"": 2.99, ""shot %"": 24.31%, ""goal participation %"": 61.72%, ""rating"": 0.991', 'Player: ""name"": ""artezzy"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""pekitas"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[144.33333333333334, 0.15166666666666667, 123.06666666666666, 0.24333333333333332, 0.16666666666666666, 0.49333333333333335, 0.9966666666666667, 0.08103333333333333, 0.3303333333333333]"
Karmine Corp,EU,"['Player: ""name"": ""AztraL"", ""games"": 522, ""win %"": 55.36%, ""score avg"": 413.29, ""goal avg"": 0.74, ""assist avg"": 0.57, ""save avg"": 1.67, ""shot avg"": 3.16, ""shot %"": 23.41%, ""goal participation %"": 66.99%, ""rating"": 1.057', 'Player: ""name"": ""Stake"", ""games"": 415, ""win %"": 54.22%, ""score avg"": 367.57, ""goal avg"": 0.71, ""assist avg"": 0.49, ""save avg"": 1.49, ""shot avg"": 2.89, ""shot %"": 24.56%, ""goal participation %"": 59.76%, ""rating"": 0.974', 'Player: ""name"": ""itachi"", ""games"": 378, ""win %"": 53.70%, ""score avg"": 387.89, ""goal avg"": 0.63, ""assist avg"": 0.70, ""save avg"": 1.62, ""shot avg"": 2.71, ""shot %"": 23.32%, ""goal participation %"": 63.48%, ""rating"": 1.028', 'Player: ""name"": ""Arleyobi"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[438.3333333333333, 0.5442666666666667, 389.5833333333333, 0.6933333333333334, 0.5866666666666667, 1.5933333333333335, 2.9200000000000004, 0.2376333333333333, 1.0196666666666665]"
Kuxir's Minions,EU,"['Player: ""name"": ""Growlii"", ""games"": 80, ""win %"": 42.50%, ""score avg"": 360.85, ""goal avg"": 0.59, ""assist avg"": 0.59, ""save avg"": 1.50, ""shot avg"": 2.69, ""shot %"": 21.86%, ""goal participation %"": 61.44%, ""rating"": 0.938', 'Player: ""name"": ""Rxii"", ""games"": 54, ""win %"": 46.30%, ""score avg"": 417.44, ""goal avg"": 0.76, ""assist avg"": 0.52, ""save avg"": 2.19, ""shot avg"": 2.63, ""shot %"": 28.87%, ""goal participation %"": 61.61%, ""rating"": 1.102', 'Player: ""name"": ""kuxir97"", ""games"": 692, ""win %"": 53.61%, ""score avg"": 332.15, ""goal avg"": 0.79, ""assist avg"": 0.54, ""save avg"": 1.57, ""shot avg"": 3.11, ""shot %"": 25.45%, ""goal participation %"": 62.53%, ""rating"": 1.012', 'Player: ""name"": ""Kenzo"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[275.3333333333333, 0.4747, 370.1466666666667, 0.7133333333333334, 0.5499999999999999, 1.7533333333333332, 2.81, 0.25393333333333334, 1.0173333333333334]"
La Familia,NA,"['Player: ""name"": ""Adverse"", ""games"": 104, ""win %"": 52.88%, ""score avg"": 373.42, ""goal avg"": 0.82, ""assist avg"": 0.57, ""save avg"": 1.46, ""shot avg"": 3.53, ""shot %"": 23.16%, ""goal participation %"": 66.36%, ""rating"": 1.069', 'Player: ""name"": ""Leakez"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""iRicky01"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Tahaha"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[34.666666666666664, 0.17626666666666668, 124.47333333333334, 0.2733333333333333, 0.18999999999999997, 0.48666666666666664, 1.1766666666666665, 0.07719999999999999, 0.35633333333333334]"
Last Picks,EU,"['Player: ""name"": ""BananaMan"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""NUKES"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Squixxl"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Legacy,SAM,"['Player: ""name"": ""Sobral"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""treulha"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""twistt"", ""games"": 139, ""win %"": 38.85%, ""score avg"": 345.75, ""goal avg"": 0.46, ""assist avg"": 0.40, ""save avg"": 1.95, ""shot avg"": 2.15, ""shot %"": 21.40%, ""goal participation %"": 53.81%, ""rating"": 0.836']","[46.333333333333336, 0.1295, 115.25, 0.15333333333333335, 0.13333333333333333, 0.65, 0.7166666666666667, 0.07133333333333333, 0.2786666666666667]"
Leviatán Esports,SAM,"['Player: ""name"": ""Lexim"", ""games"": 480, ""win %"": 42.08%, ""score avg"": 339.54, ""goal avg"": 0.56, ""assist avg"": 0.51, ""save avg"": 1.51, ""shot avg"": 2.17, ""shot %"": 26.06%, ""goal participation %"": 57.49%, ""rating"": 0.884', 'Player: ""name"": ""SrNaniiTou"", ""games"": 208, ""win %"": 37.50%, ""score avg"": 364.58, ""goal avg"": 0.63, ""assist avg"": 0.49, ""save avg"": 1.73, ""shot avg"": 2.42, ""shot %"": 25.84%, ""goal participation %"": 59.79%, ""rating"": 0.960', 'Player: ""name"": ""aguz"", ""games"": 132, ""win %"": 34.85%, ""score avg"": 345.40, ""goal avg"": 0.70, ""assist avg"": 0.53, ""save avg"": 1.29, ""shot avg"": 2.71, ""shot %"": 25.70%, ""goal participation %"": 63.28%, ""rating"": 0.967', 'Player: ""name"": ""Stolen"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[273.3333333333333, 0.3814333333333334, 349.84, 0.63, 0.51, 1.51, 2.433333333333333, 0.25866666666666666, 0.9369999999999999]"
Lights Out!,NA,"['Player: ""name"": ""Kevpert"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Toe"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""coco_ice44"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Lille Esport,EU,"['Player: ""name"": ""SleWeyy"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Yukiss"", ""games"": 213, ""win %"": 48.36%, ""score avg"": 362.21, ""goal avg"": 0.64, ""assist avg"": 0.49, ""save avg"": 1.54, ""shot avg"": 2.64, ""shot %"": 24.38%, ""goal participation %"": 59.46%, ""rating"": 0.954']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Los Matones,NA,"['Player: ""name"": ""Decxp"", ""games"": 73, ""win %"": 36.99%, ""score avg"": 330.52, ""goal avg"": 0.64, ""assist avg"": 0.34, ""save avg"": 1.45, ""shot avg"": 2.14, ""shot %"": 30.13%, ""goal participation %"": 55.81%, ""rating"": 0.878', 'Player: ""name"": ""Falss"", ""games"": 117, ""win %"": 44.44%, ""score avg"": 326.65, ""goal avg"": 0.50, ""assist avg"": 0.43, ""save avg"": 1.53, ""shot avg"": 2.05, ""shot %"": 24.17%, ""goal participation %"": 51.67%, ""rating"": 0.855', 'Player: ""name"": ""Ness"", ""games"": 88, ""win %"": 36.36%, ""score avg"": 336.47, ""goal avg"": 0.52, ""assist avg"": 0.41, ""save avg"": 1.57, ""shot avg"": 2.39, ""shot %"": 21.90%, ""goal participation %"": 60.29%, ""rating"": 0.864']","[92.66666666666667, 0.39263333333333333, 331.2133333333333, 0.5533333333333333, 0.3933333333333333, 1.5166666666666666, 2.1933333333333334, 0.25399999999999995, 0.8656666666666667]"
MTK Budapest,EU,"['Player: ""name"": ""Gogi"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Mateos"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""richmond"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Mad Titans,ME,"['Player: ""name"": ""Jushu"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Moment"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""moayad"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Method2Madness,ASIA,"['Player: ""name"": ""Haru"", ""games"": 65, ""win %"": 47.69%, ""score avg"": 283.54, ""goal avg"": 0.38, ""assist avg"": 0.40, ""save avg"": 1.34, ""shot avg"": 1.78, ""shot %"": 21.55%, ""goal participation %"": 50.50%, ""rating"": 0.694', 'Player: ""name"": ""temma"", ""games"": 65, ""win %"": 47.69%, ""score avg"": 363.95, ""goal avg"": 0.54, ""assist avg"": 0.46, ""save avg"": 1.72, ""shot avg"": 2.06, ""shot %"": 26.12%, ""goal participation %"": 64.36%, ""rating"": 0.897', 'Player: ""name"": ""waiwai"", ""games"": 61, ""win %"": 50.82%, ""score avg"": 332.84, ""goal avg"": 0.67, ""assist avg"": 0.36, ""save avg"": 1.38, ""shot avg"": 2.31, ""shot %"": 29.08%, ""goal participation %"": 62.38%, ""rating"": 0.890', 'Player: ""name"": ""SUGAVUKI"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[63.666666666666664, 0.4873333333333333, 326.77666666666664, 0.53, 0.40666666666666673, 1.4799999999999998, 2.0500000000000003, 0.2558333333333333, 0.827]"
Midnight,,"['Player: ""name"": ""Blaze"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""Soulless"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0', 'Player: ""name"": ""anxiyeti"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Misfits Gaming,EU,"['Player: ""name"": ""Kash"", ""games"": 272, ""win %"": 50.37%, ""score avg"": 411.78, ""goal avg"": 0.76, ""assist avg"": 0.51, ""save avg"": 1.67, ""shot avg"": 3.34, ""shot %"": 22.80%, ""goal participation %"": 66.92%, ""rating"": 1.053', 'Player: ""name"": ""Mittaen"", ""games"": 322, ""win %"": 53.73%, ""score avg"": 385.64, ""goal avg"": 0.57, ""assist avg"": 0.50, ""save avg"": 1.86, ""shot avg"": 2.90, ""shot %"": 19.81%, ""goal participation %"": 57.26%, ""rating"": 0.954', 'Player: ""name"": ""arju"", ""games"": 308, ""win %"": 54.87%, ""score avg"": 360.25, ""goal avg"": 0.57, ""assist avg"": 0.51, ""save avg"": 1.55, ""shot avg"": 2.64, ""shot %"": 21.55%, ""goal participation %"": 56.25%, ""rating"": 0.912', 'Player: ""name"": ""ANDYTHEMANDY"", ""games"": 0, ""win %"": 100.0, ""score avg"": 0.0, ""goal avg"": 0.0, ""assist avg"": 0.0, ""save avg"": 0.0, ""shot avg"": 0.0, ""shot %"": 100.0, ""goal participation %"": 0.0, ""rating"": 1.0']","[300.6666666666667, 0.5299, 385.89000000000004, 0.6333333333333333, 0.5066666666666667, 1.6933333333333334, 2.9600000000000004, 0.21386666666666668, 0.9729999999999999]"
